name_genres,title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue,return
['Horror'],Doomed,2007-01-06,2007,0.074804,2.0,1.5,"['Drew Russell', 'Kara Schaaf', 'Edwin Villa', 'Aaron Gaffey', 'Mary Christina Brown', 'Steve Cryen', 'Ward Roberts', 'Andre McCoy', 'Eric Jacobus']",Michael Su,0.0,0.0,0.0
"['Drama', 'Documentary']",The Dark Side Of Chocolate,2010-03-16,2010,0.076436,2.0,7.0,[],Miki Mistrati,0.0,0.0,0.0
"['Action', 'Comedy']",Convenience,2015-10-02,2015,1.184523,14.0,5.5,"['Ray Panthaki', 'Vicky McClure', 'Adeel Akhtar', 'Jenny Bede', 'Tom Bell', 'James Bradshaw', 'Daniel Caltagirone', 'Anthony Stewart Head', 'Margaret Jackman', 'Gary Knowles', 'Joe Marsh', 'John Norton', 'Craig Russell', 'Clive Shaw', 'Velibor Topic', 'Verne Troyer', 'Tony Way']",Keri Collins,0.0,0.0,0.0
"['Romance', 'Drama']",Julie Johnson,2001-01-01,2001,0.324143,4.0,7.5,"['Lili Taylor', 'Courtney Love', 'Noah Emmerich', 'Mischa Barton', 'Gideon Jacobs']",Bob Gosse,0.0,0.0,0.0
"['Fantasy', 'Action', 'Science Fiction']",Lightspeed,2006-07-22,2006,1.028416,4.0,1.4,"['Jason Connery', 'Nicole Eggert', 'Lee Majors', 'Michael Flynn', 'K.C. Clyde', 'Scott Hanks', 'Daniel Goddard']",Don E. FauntLeRoy,0.0,0.0,0.0
"['Documentary', 'War']",Flipping Out - Israel's Drug Generation,2008-01-01,2008,0.03883,1.0,6.0,[],Yoav Shamir,0.0,0.0,0.0
"['Thriller', 'Crime', 'Mystery']",Awake,2007-11-28,2007,7.076062,403.0,6.3,"['Hayden Christensen', 'Jessica Alba', 'Terrence Howard', 'Lena Olin', 'Charlie Hewson', 'Christopher McDonald', 'Sam Robards', 'Arliss Howard', 'Fisher Stevens', 'Georgina Chapman', 'David Harbour', 'Court Young', 'Poorna Jagannathan', 'Steven Hinkle', 'Joshua Rollins', 'Lee Wong', 'Kae Shimizu', 'Brenda Schad', ""Denis O'Hare"", 'Ross Klavan']",Joby Harold,86000000.0,14373825.0,0.1671375
"['Drama', 'Comedy', 'Romance']","I'm a Cyborg, But That's OK",2006-12-07,2006,4.369975,126.0,7.1,"['Im Soo-jung', 'Rain', 'Oh Dal-su', 'Park Jun-myun', 'Choi Hee-Jin', 'Kim Byeong-ok', 'Lee Yong-nyeo', 'Yoo Ho-Jeong', 'Park Byung-eun', 'Cheon Seong-Hun']",Park Chan-wook,0.0,4354510.0,0.0
['Comedy'],Something to Talk About,1995-08-04,1995,3.743212,60.0,5.7,"['Julia Roberts', 'Dennis Quaid', 'Robert Duvall', 'Gena Rowlands', 'Kyra Sedgwick', 'Brett Cullen', 'Haley Aull', 'Muse Watson', 'Anne Shropshire', 'Ginnie Randall', 'Terrence Currier', 'Rebecca Koon', 'Rhoda Griffis', 'Deborah Hobart', 'Lisa Roberts Gillan', 'Libby Whittemore']",Lasse Hallström,0.0,50892160.0,0.0
"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",The Covenant,2006-09-08,2006,12.72212,295.0,5.2,"['Steven Strait', 'Laura Ramsey', 'Jessica Lucas', 'Taylor Kitsch', 'Chace Crawford', 'Sebastian Stan', 'Toby Hemingway', 'Kyle Schmid', 'Wendy Crewson', 'Stephen McHattie', 'Kenneth Welsh', 'Basia Jasinski', 'Christian Baril', 'Larry Day', 'Steven Crowder', 'Robert Crooks', 'Rob Burns', 'Jonathan Deveau', 'Vito DeFilippo', 'Frank Fontaine']",Renny Harlin,20000000.0,37597471.0,1.87987355
['Drama'],In the Beginning,2009-11-11,2009,2.88063,32.0,6.2,"['François Cluzet', 'Emmanuelle Devos', 'Gérard Depardieu', 'Soko', 'Vincent Rottiers', 'Brice Fournier', 'Franck Andrieux', 'Stéphan Wojtowicz', 'Patrick Descamps', 'Stéphane Jobert', 'Eric Herson-Macarel', 'Patrick Bonnel', 'François Loriquet', 'Nathalie Boutefeu', 'Corinne Masiero']",Xavier Giannoli,0.0,0.0,0.0
"['Foreign', 'Drama']",El Estudiante,2010-10-10,2010,0.318437,5.0,6.6,"['Jorge Lavat', 'Jeannine Derbez', 'Pablo Cruz Guerrero', 'Norma Lazareno', 'Jeronimo Medina']",Roberto Girault,0.0,170000.0,0.0
"['Comedy', 'Romance']",Paperback Hero,1999-03-25,1999,0.759048,10.0,6.5,"['Hugh Jackman', 'Claudia Karvan', 'Angie Milliken', 'Andrew S. Gilbert', 'Jeanie Drynan', 'Andrew Buchanan', 'Bruce Venables']",Antony J. Bowman,0.0,1369280.0,0.0
"['Comedy', 'Crime']",Take Me,2017-05-05,2017,9.222308,38.0,6.0,"['Taylor Schilling', 'Pat Healy', 'Alycia Delmore', 'Brooke Dillman', ""Jim O'Heir"", 'Mark Kelly', 'Toby Huss', 'Alejandro Patino']",Pat Healy,0.0,0.0,0.0
['Comedy'],Chris Rock: Bring the Pain,1996-06-01,1996,2.025373,18.0,7.7,['Chris Rock'],Keith Truesdell,0.0,0.0,0.0
['Drama'],Snow on tha Bluff,2011-01-05,2011,0.823384,14.0,6.6,"['Cat Erickson', 'Adrienne Lockett', 'Curtis Lockett', 'Brandon Snow', 'Curtis Snow', ""D'Angelo Snow"", 'Kita Snow']",Damon Russell,0.0,0.0,0.0
"['Drama', 'Comedy', 'Romance']",Wyjazd Integracyjny,2011-11-04,2011,0.143968,3.0,5.7,"['Tomasz Kot', 'Katarzyna Glinka']",Przemyslaw Angerman,0.0,0.0,0.0
['Drama'],The Dog Lover,2016-07-08,2016,1.638785,6.0,5.3,"['Allison Paige', 'James Remar', 'Lea Thompson', 'Jayson Blair', 'Sherry Stringfield', 'Michael King', 'Christina Moore', 'Annabelle Kavanagh', 'April Adams', 'Ali Afshar', 'Ashley Parker Angel', 'Philip Boyd', 'Seth Coltan', 'David Coussins', 'Cullen Douglas', 'Brando Eaton', 'Kathleen Wilhoite', 'Matthew Glave', 'Karen Kahn', 'Mike Lutz', 'George Maguire', 'Scott Manuel Johnson', 'Courtney Hope Turner', 'Robert Merrill', 'Ashley Michaelsen', 'Stephen Rider', 'Ajani Perkins', 'Nick Mavrakis', 'Lindsay Leopold', 'Atticus Todd']",Alex Ranarivelo,2000000.0,0.0,0.0
"['Comedy', 'Romance']",The Accidental Husband,2008-02-29,2008,8.761268,179.0,5.2,"['Colin Firth', 'Uma Thurman', 'Jeffrey Dean Morgan', 'Sam Shepard', 'Lindsay Sloane', 'Justina Machado', 'Ajay Naidu', 'Jeffrey Tedmori', 'Nick Sandow', 'Michael Mosley', 'Lindsey Kraft', 'Sarita Choudhury', 'Yolande Bavan', 'Isabella Rossellini', 'Brooke Adams', 'Keir Dullea', 'Devika Bhise', 'Christopher Breslin']",Griffin Dunne,0.0,22707064.0,0.0
['Comedy'],"Have Fun, Vasya!",2017-02-16,2017,1.681316,13.0,7.2,"['Efim Petrunin', 'Lyubov Aksyonova', 'Sofya Rayzman', 'Roman Kurtsyn', 'Sergey Abroskin', 'Boris Dergachev', 'Sofya Lebedeva', 'Michael Khmurov']",Roman Karimov,707503.0,4781454.0,6.758210212536201
"['Comedy', 'Romance']",Tomcats,2001-03-30,2001,4.63422,75.0,4.9,"[""Jerry O'Connell"", 'Shannon Elizabeth', 'Jake Busey', 'Horatio Sanz', 'Bernie Casey', 'Jaime Pressly', 'David Ogden Stiers', 'Bill Maher', 'Dakota Fanning']",Gregory Poirier,11000000.0,23430766.0,2.130069636363636
"['Action', 'Drama', 'Thriller']",The Net 2.0,2006-02-15,2006,2.692438,25.0,4.9,"['Nikki DeLoach', 'Cengiz Bozkurt', 'Sebnem Donmez', 'Güven Kıraç', 'Charles Winkler', 'Demet Akbag', 'Courtney Vye', 'Neil Hopkins', 'Ertan Šaban', 'Selma Ergeç', 'Keegan Connor Tracy', 'Ezel Akay', 'Michael Halphie', 'Mehmet Ergen', 'Ali Ipin', 'Veysel Diker', 'Cem Karakaya', 'Soner Helvacioglu', 'Didem Ugurlu', 'Halit Ergenç']",Charles Winkler,0.0,0.0,0.0
['Western'],Hickok,2017-07-07,2017,2.747249,9.0,5.0,"['Luke Hemsworth', 'Trace Adkins', 'Bruce Dern', 'Cameron Richardson', 'Kaiwi Lyman', 'Kris Kristofferson']",Timothy Woodward Jr.,0.0,0.0,0.0
"['Action', 'Horror', 'Thriller']",Rogue,2007-11-08,2007,7.173304,151.0,6.2,"['Radha Mitchell', 'Michael Vartan', 'Sam Worthington', 'Mia Wasikowska', 'Caroline Brazier', 'Stephen Curry', 'Celia Ireland', 'John Jarratt', 'Geoff Morrell', 'Damien Richardson', 'Robert Taylor', 'Heather Mitchell']",Greg McLean,0.0,0.0,0.0
"['Crime', 'Drama', 'Thriller']",The Frontier,2016-11-08,2016,1.672854,7.0,6.2,"['Jocelin Donahue', 'Kelly Lynch', 'Jim Beaver', 'Izabella Miko', 'Jamie Harris', 'Liam Aiken', 'AJ Bowen', 'Dustin Cook']",Oren Shai,0.0,0.0,0.0
['Drama'],Lovers of the Café Flore,2006-01-26,2006,1.374382,8.0,6.3,"['Anna Mouglalis', 'Lorànt Deutsch', 'Caroline Sihol', 'Kal Weber', 'Clémence Poésy', 'Julien Baumgartner', 'Sarah Stern', 'Didier Sandre', 'Jennifer Decker', 'Vladislav Galard', 'Laëtitia Spigarelli', 'Robert Plagnol', 'Rivka Allouche', 'Sonia Backers', 'Philippe Bardy']",Ilan Duran Cohen,0.0,0.0,0.0
['Documentary'],We Steal Secrets: The Story of WikiLeaks,2013-05-24,2013,8.469808,58.0,6.2,"['Julian Assange', 'Chelsea Manning', 'Heather Brooke', 'Alex Gibney', 'Robert Manne', ""John 'Fuzface' McMahon"", ' Michael Hayden', 'J. William Leonard', 'Daniel Domscheit-Berg', 'Smári McCarthy', 'Birgitta Jónsdóttir', 'Adrian Lamo', 'Timothy Douglas Webster', 'Jason Edwards', 'Jihrleah Showman', 'Philip J. Crowley', 'Mark Davis', 'Ken Day', 'Kevin Lee Poulsen', 'Nick Davies', 'Iain Overton', 'James Ball', 'Gavin MacFadyen', 'Donald Boström', 'Anna Ardin', 'Vaughan Smith', 'Helena Kennedy']",Alex Gibney,0.0,602042.0,0.0
"['Adventure', 'Action', 'History']",Kenau,2014-03-06,2014,1.515504,8.0,5.9,"['Monic Hendrickx', 'Barry Atsma', 'Lisa Smit', 'Sallie Harmsen', 'Sophie van Winden', 'Matthijs van de Sande Bakhuyzen', 'Bert Luppes', 'Peter van den Begin', 'Jaap Spijkers', 'Pau Cólera', 'Attila Árpa']",Maarten Treurniet,0.0,0.0,0.0
['Comedy'],Wild Cherry,2009-02-07,2009,5.689825,16.0,4.7,"['Rumer Willis', 'Kristin Cavallari', 'Tania Raymonde', 'Rob Schneider', 'Ryan Merriman', 'Tia Carrere', 'Kallie Flynn Childress']",Dana Lustig,3500000.0,0.0,0.0
"['Romance', 'Drama']",Julie & Julia,2009-08-06,2009,8.142089,579.0,6.6,"['Meryl Streep', 'Amy Adams', 'Stanley Tucci', 'Chris Messina', 'Linda Emond', 'Helen Carey', 'Mary Lynn Rajskub', 'Jane Lynch', 'Joan Juliet Buck', 'Crystal Noelle', 'George Bartenieff', 'Vanessa Ferlito', 'Casey Wilson', 'Jillian Bach', 'Andrew Garman']",Nora Ephron,40000000.0,129540499.0,3.238512475
"['Mystery', 'Horror']",My Bloody Valentine,2009-01-16,2009,5.245883,303.0,5.3,"['Jensen Ackles', 'Jaime King', 'Kerr Smith', 'Betsy Rue', 'Edi Gathegi', 'Tom Atkins', 'Kevin Tighe', 'Megan Boone', 'Karen Baum', 'Joy de la Paz', 'Marc Macaulay', 'Todd Farmer', 'Jeff Hochendoner', ""Bingo O'Malley"", 'Liam Rhodes', 'Richard John Walters']",Patrick Lussier,15000000.0,100734718.0,6.715647866666667
['Documentary'],"Poverty, Inc.",2014-07-10,2014,0.106243,2.0,6.5,[],Michael Matheson Miller,0.0,0.0,0.0
"['Drama', 'Foreign', 'War']",St. George Shoots the Dragon,2009-03-11,2009,0.182169,5.0,7.7,"['Lazar Ristovski', 'Milutin Milošević', 'Nataša Janjić', 'Borivoje Todorović', 'Zoran Cvijanović', 'Dragan Nikolić', 'Boris Milivojević', 'Branislav Lečić', 'Mladen Andrejević', 'Srdjan Timarov', 'Predrag Vasić', 'Bojan Žirović', 'Milica Ostojić', 'Milena Dravić', 'Milena Predić', 'Slobodan Ninković', 'Stefan Danailov']",Srđan Dragojević,5000000.0,0.0,0.0
['Drama'],Shara,2003-01-01,2003,1.19689,10.0,5.9,"['Naomi Kawase', 'Kohei Fukungaga', 'Yuka Hyyoudo', 'Katsuhisa Namase', 'Kanako Higuchi']",Naomi Kawase,0.0,0.0,0.0
"['Drama', 'Crime']",Tazza: The Hidden Card,2014-09-03,2014,1.745604,25.0,7.3,"['Choi Seung-Hyun', 'Shin Se-kyung', 'Kwak Do-won', 'Lee Ha-nui', 'Yoo Hae-jin', 'Kim Yoon-seok', 'Lee Kyoung-young', 'Kim In-kwon', 'Go Soo-hee', 'Park Hyo-ju', 'Go Joon', 'Lee Dong-Hwi', 'Kim Won-hae', 'Lee Jun-hyeok', 'Ahn Jae-hong', 'Oh Jung-se', 'Kim Min-sang', 'Park Su-young']",Kang Hyeong-Cheol,0.0,0.0,0.0
[],Prison Terminal: The Last Days of Private Jack Hall,2013-01-01,2013,0.150765,4.0,7.3,[],Edgar Barens,0.0,0.0,0.0
"['Comedy', 'Romance']",Highball,1997-01-01,1997,0.311732,4.0,4.5,"['Justine Bateman', 'Noah Baumbach', 'Peter Bogdanovich', 'Andrea Bowen', 'Dean Cameron', 'Chris Eigeman', 'Carlos Jacott', 'Annabella Sciorra', 'Eric Stoltz', 'Ally Sheedy', 'Rae Dawn Chong', 'Christopher Reed', 'Lauren Katz', 'John Lehr', 'Louise Stratten', 'Catherine Kellner', 'Dean Wareham']",Noah Baumbach,0.0,0.0,0.0
"['Drama', 'Horror', 'Thriller']",The Boy,2015-08-14,2015,5.345593,58.0,5.7,"['David Morse', 'Rainn Wilson', 'Jared Breeze', 'Mike Vogel', 'Zuleikha Robinson', 'Bill Sage']",Craig Macneill,0.0,0.0,0.0
['Comedy'],Le Grand partage,2015-12-23,2015,3.849773,63.0,4.5,"['Karin Viard', 'Didier Bourdon', 'Valérie Bonneton', 'Michel Vuillermoz', 'Josiane Balasko', 'Patrick Chesnais', 'Sandra Zidani', 'Michèle Moretti', 'Firmine Richard', 'Anémone', 'Jackie Berroyer', 'Pauline Vaubaillon', 'Marie-Philomène Nga']",Alexandra Leclère,0.0,0.0,0.0
"['Romance', 'Drama', 'Comedy']",Better Than Sex,2000-11-09,2000,7.563606,8.0,5.5,"['David Wenham', 'Susie Porter', 'Catherine McClements', 'Kris McQuade', 'Simon Bossell', 'Imelda Corcoran', 'Dina Gillespie', 'Emily Saunders', 'Laura Keneally', 'Leah Vandenberg', 'Tammy Macintosh', 'Mark Priestley', 'Tamblyn Lord', 'Jason Clarke', 'Jason Chong', 'Tim Richards', 'Harry Bragg', 'Pauline Anderson', 'David Hobson', 'Ken Waters']",Jonathan Teplitzky,0.0,0.0,0.0
[],No Letting Go,2016-03-18,2016,0.724078,3.0,8.3,"['Cheryl Allison', 'Richard Burgi', 'David Schallipp', 'Noah Silverman', 'Seamus Davey-Fitzpatrick', 'Jan Uczkowski', 'Julian Murdoch', 'Jack McCarthy', 'Lee Bryant', 'Janet Hubert', 'Neal Huff', 'Charlie Kilgore', 'Kathy Najimy', 'Noah Fleiss']",Jonathan D. Bucari,500000.0,0.0,0.0
"['History', 'Documentary']",The Lost Arcade,2015-11-14,2015,0.062544,1.0,9.0,[],Kurt P. Vincent,0.0,0.0,0.0
"['Comedy', 'Crime', 'Drama', 'Foreign']",Herod's Law,1999-11-09,1999,1.955107,23.0,7.7,"['Damián Alcázar', 'Pedro Armendáriz Jr.', 'Delia Casanova', 'Juan Carlos Colombo', 'Alex Cox', 'Miguel Ángel Fuentes', 'Noemí García', 'Guillermo Gil', 'Ernesto Gómez Cruz', 'Leticia Huijara', 'Luis de Icaza', 'Eduardo López Rojas', 'Jesús Ochoa', 'Manuel Ojeda', 'José Manuel Poncelis', 'Salvador Sánchez', 'Evangelina Sosa', 'Isela Vega', 'Jorge Zárate', 'Eugenia Leñero', 'Yari Lorenzo', 'Pedro Lorza', 'Lucía Muñoz', 'Gabriel Pascual', 'Salvador Ojeda', 'Felipe Solís', 'Yomo Tlazotlalli', 'Maya Zapata']",Luis Estrada,0.0,0.0,0.0
['Drama'],The Crooked E: The Unshredded Truth About Enron,2003-01-05,2003,0.085047,2.0,2.5,"['Christian Kane', 'Shannon Elizabeth', 'Cameron Bancroft', 'Brian Dennehy']",Penelope Spheeris,0.0,0.0,0.0
"['Comedy', 'Mystery']",Scoop,2006-07-27,2006,8.16339,435.0,6.4,"['Scarlett Johansson', 'Hugh Jackman', 'Woody Allen', 'Ian McShane', 'Kevin McNally', 'Romola Garai', 'Charles Dance', 'Fenella Woolgar', 'Julian Glover', 'Geoff Bell', 'Christopher Fulford', 'Robert Bathurst', 'Nigel Lindsay', 'John Sessions', 'Paula Wilcox', 'John Standing', 'Doreen Mantle', 'David Schneider', 'Meera Syal', 'Toby Jones', 'Jim Dunk', 'Carolyn Backhouse', 'Victoria Hamilton', 'Sam Friend', 'Mark Heap', 'Jody Halse', 'Sanjeev Bhaskar', 'John Light', 'Elizabeth Berrington', 'Rupert Frazer', 'Christopher Godwin', 'Suzy Kewer', 'Matt Day', ""Anthony O'Donnell"", 'Moya Brady', 'Rosie Cavaliero', 'Lynda Baron', 'Caroline Blakiston', 'Phil Cornwell', 'Alexander Armstrong', 'Anthony Stewart Head', 'Richard Johnson', 'Margaret Tyzack', 'Julia Deakin', 'Tina Rath', 'Robyn Kerr', 'Richard Stirling']",Woody Allen,4000000.0,31584901.0,7.89622525
"['Horror', 'Drama']","I, Zombie: The Chronicles of Pain",1998-01-01,1998,0.428261,4.0,5.3,"['Ellen Softley', 'Dean Sipling', 'Claire Griffin', 'Kate Thorougood', 'Mia Fothergill']",Andrew Parkinson,0.0,0.0,0.0
"['Science Fiction', 'Animation']",Kid's Story,2003-06-02,2003,3.253814,37.0,7.2,"['Clayton Watson', 'Keanu Reeves', 'Carrie-Anne Moss', 'Kevin Michael Richardson', 'John DeMita']",Shinichiro Watanabe,0.0,0.0,0.0
"['Romance', 'Drama']",Fitoor,2016-02-12,2016,1.844693,20.0,5.9,"['Katrina Kaif', 'Aditya Roy Kapoor', 'Tabu', 'Rahul Bhat', 'Akshay Oberoi', 'Jason Shah']",Abhishek Kapoor,0.0,0.0,0.0
"['Drama', 'Thriller']",The Suicide Theory,2015-07-10,2015,2.629085,38.0,6.2,"['Leon Cain', 'Steve Mazoukis']",Dru Brown,0.0,0.0,0.0
"['Action', 'Adventure', 'History', 'Western']",The Legend of Hell's Gate: An American Conspiracy,2011-03-03,2011,0.538002,8.0,3.9,"['Eric Balfour', 'Lou Taylor Pucci', 'Henry Thomas', 'James Lafferty', 'Summer Glau', 'Jenna Dewan', 'Kevin Alejandro', 'Robert Buckley', 'Ryan Lee', 'Jamie Thomas King', 'Tanner Beard', 'Michael Taber', 'Glenn Morshower', 'William McNamara', 'Corey Knipe', 'Barry Tubb', 'Michael Spears', 'Eddie Spears', 'Stephen Monroe Taylor', 'Drew Waters', 'Chris Kincade', 'Jim Beaver', 'Zahn McClarnon', 'Buck Taylor', 'Russell Quinn Cummings', 'Evan Martin', 'Brendan Wayne', 'David H. Hickey', 'Steve Schmidt', 'Ken Luckey', 'Lukas Behnken', 'Meredith Giangrande', 'Marcos Akiaten', 'Bart Brown', 'Cathy Baron', 'Wally Welch', 'Christopher Stull', 'Jeff Schwan']",Tanner Beard,0.0,0.0,0.0
"['Comedy', 'Drama']",Mariage à Mendoza,2013-01-23,2013,1.007559,6.0,5.0,"['Nicolas Duvauchelle', 'Philippe Rebbot', 'Benjamin Biolay']",Edouard Deluc,0.0,0.0,0.0
"['Comedy', 'Horror']",Zombie Strippers!,2008-04-18,2008,5.315824,80.0,4.3,"['Jenna Jameson', 'Robert Englund', 'Roxy Saint', 'Penny Drake', 'Whitney Anderson', 'Jennifer Holland', 'Shamron Moore', 'Jeannette Sousa', 'Carmit Levité', 'Johnny Hawkes', 'Brad Milne', 'Zak Kilberg', 'Catero Colbert', 'Jen Alex', 'Jessica Custodio', 'Laura Sabbia', 'Shannon Malone', 'Billy Beck', 'Travis Wood', 'Calvin Green', 'Joey Medina', 'Adam J. Smith', 'Jim Lampley']",Jay Lee,0.0,0.0,0.0
"['Thriller', 'Drama', 'Action']",Macbeth,2006-09-21,2006,1.833699,11.0,3.9,"['Sam Worthington', 'Victoria Hill', 'Steve Bastoni', 'Lachy Hulme', 'Bob Franklin', 'Chloe Armstrong', 'Kate Bell', 'Miranda Nation', 'Simon Scott', 'Matt Doran', 'Damian Walshe-Howling', 'Jonny Pasvolsky', 'Nash Edgerton', 'Kevin Tran', 'Samuel Tew', 'Christopher Shen', 'Anna Anderson', 'Haiha Le', 'Nikon Souphan', 'Ri-Jie Kwok', 'George Vidalis', 'Terry Lim', 'Gary Sweet', 'Rel Hunt', 'Norman Keller', 'Charles Lavea-Williams', 'Socratis Otto', 'Christopher Kirby', ""Ruby O'Rourke"", 'Katherine Tonkin', 'Craig Stott', 'Corinne Davies', 'Saskia Sansom', 'Edwina Wren', 'Kat Stewart', 'Louis Corbett', 'Chris Vance', 'Jamie-Lee Wilson', 'Peter Davenport', 'Mick Molloy', 'John Molloy', 'Esther Usher', 'Katie James', 'Inouk Arnall', 'Siros Niaros', 'Jarrah Cocks', 'Robert Shook', 'Kym Gyngell']",Geoffrey Wright,0.0,0.0,0.0
"['Horror', 'Thriller']",Paranormal Activity: The Marked Ones,2014-01-01,2014,8.898523,455.0,5.2,"['Andrew Jacobs', 'Richard Cabral', 'Carlos Pratts', 'Eddie J. Fernandez', 'Jorge Diaz', 'David Fernandez Jr.', 'Molly Ephraim', 'Katie Featherston', 'Crystal Santos', 'Catherine Toribio']",Christopher B. Landon,5000000.0,86362372.0,17.2724744
"['Comedy', 'Drama', 'Family', 'TV Movie']",Read It and Weep,2006-07-21,2006,3.627385,44.0,5.3,"['Kay Panabaker', 'Danielle Panabaker', 'Allison Scagliotti', 'Marquise Brown', 'Alexandra Krosney', 'Jason Dolley', 'Chad Broskey', 'Tom Virtue', 'Connie Young', 'Robin Riker']",Paul Hoen,0.0,0.0,0.0
"['Action', 'Thriller', 'Foreign']",Zameen,2003-09-26,2003,0.362692,3.0,3.5,"['Ajay Devgn', 'Abhishek Bachchan', 'Bipasha Basu', 'Mukesh Tiwari', 'Pankaj Dheer', 'Mohan Joshi', 'Amrita Arora', 'Arun Bali', 'Surender Dhavle', 'Subrat Dutta']",Rohit Shetty,0.0,0.0,0.0
['Documentary'],A Fierce Green Fire,2013-03-01,2013,0.164883,4.0,5.5,"['Meryl Streep', 'Ashley Judd', 'Robert Redford', 'Isabel Allende', 'Van Jones']",Mark Kitchell,0.0,0.0,0.0
['Comedy'],Wyatt Cenac: Comedy Person,2011-05-14,2011,0.304543,3.0,5.8,['Wyatt Cenac'],Miles Kahn,0.0,0.0,0.0
"['Documentary', 'TV Movie']",Before the Flood,2016-10-21,2016,5.812786,200.0,7.9,"['Leonardo DiCaprio', 'Bill Clinton', 'John Kerry', 'Barack Obama', 'Elon Musk', 'Pope Francis', 'Ban Ki-Moon', 'Alejandro González Iñárritu', 'Michael Brune', 'Marc Mageau', 'Enric Sala', 'Jake Awa', 'Oprah Winfrey', 'Jason E. Box', 'Philip Levine', 'Michael E. Mann', 'Donald Trump', 'James Inhofe', 'Marco Rubio', 'Ma Jun', 'Alvin Lin', 'Sunita Narain', 'Ashok Lavasa', 'Anote Tong', 'Tommy E. Remengesau Jr.', 'Jeremy Jackson', 'Lindsey Allen', 'Farwiza Farhan', 'Ian Singleton', 'Gidon Eshel']",Fisher Stevens,0.0,0.0,0.0
"['Crime', 'Drama', 'Thriller']",Circus,2000-05-05,2000,0.652784,4.0,4.3,"['John Hannah', 'Famke Janssen', 'Peter Stormare', 'Eddie Izzard', 'Fred Ward', 'Brian Conley', 'Amanda Donohoe', 'Jason Watkins', 'Christopher Biggins', 'Neil Stuke', 'Tom Lister Jr.', 'Ian Burfield']",Rob Walker,0.0,0.0,0.0
"['Thriller', 'Action']",The Target,2014-04-30,2014,2.84005,28.0,5.4,"['Ryu Seung-ryong', 'Lee Jin-wook', 'Yu Jun-sang', 'Kim Sung-ryung', 'Jo Yeo-jeong', 'Jo Eun-Ji', 'Lee Hyun-Wook']",Yoon Hong-seung,0.0,0.0,0.0
['Thriller'],Slice,2009-10-22,2009,2.269273,10.0,6.4,"['Arak Amornsupasiri', 'Jessica Pasaphan', 'Chatchai Plengpanich', 'Sikarin Polyong', 'Artthapan Poolsawad', 'Sonthaya Chitmanee']",Kongkiat Khomsiri,0.0,0.0,0.0
[],The Many Faces of Christopher Lee,1996-01-01,1996,0.051939,1.0,10.0,['Christopher Lee'],Colin Webb,0.0,0.0,0.0
"['Drama', 'Mystery', 'Thriller']",The Clearing,2004-07-02,2004,4.755759,57.0,5.6,"['Robert Redford', 'Helen Mirren', 'Willem Dafoe', 'Alessandro Nivola', 'Matt Craven', 'Melissa Sagemiller', 'Wendy Crewson', 'Larry Pine', 'Diana Scarwid', 'Gwen McGee', 'Elizabeth Ruscio', 'Sarah Koskoff', 'Graciela Marin', 'Geoff McKnight', 'Mike Pniewski', 'Tom Arcuragi', 'Audrey Wasilewski', 'Peter Gannon', 'Jacqi Loewy', 'Matt Miller', 'Mark Emery Moore', 'Joel Nunley', 'Ted Manson', 'Sarah E. Spencer', 'Jackie Goldston', 'William Kania', 'John Yost', 'Nathan Wright', 'Mark Golik', 'Phil Nardozzi', 'John W. Iwanonkiw']",Pieter Jan Brugge,0.0,12520799.0,0.0
['Drama'],Home Room,2002-04-12,2002,6.040767,10.0,6.8,"['Erika Christensen', 'Busy Philipps', 'Victor Garber', 'Raphael Sbarge', 'Ken Jenkins', 'Holland Taylor', 'Arthur Taxier', 'James Pickens Jr.', 'Nathan West', 'Roxanne Hart', 'Agnes Bruckner']",Paul F. Ryan,0.0,0.0,0.0
"['Action', 'Comedy']",Knight and Day,2010-06-15,2010,12.758942,1583.0,5.9,"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard', 'Viola Davis', 'Jordi Mollà', 'Paul Dano', 'Maggie Grace', 'Marc Blucas', 'Celia Weston', 'Dale Dye', 'Falk Hentschel', 'Lennie Loftin', 'Rich Manley', 'Gal Gadot', ""Jack O'Connell"", 'Trevor Loomis', 'Nilaja Sun', 'Jerrell Lee Wesley', 'Adam Gregory']",James Mangold,117000000.0,261930431.0,2.2387216324786325
"['Romance', 'Comedy']",Leather,2013-07-21,2013,0.066398,1.0,5.0,"['Chris Graham', 'Andrew Glaszek', 'Jeremy Neal', 'Glenda Lauten', 'Sara Jecko', 'Valerie Ryan Miller']",Patrick McGuinn,0.0,0.0,0.0
"['Drama', 'Documentary']",The Primary Instinct,2015-05-29,2015,0.545911,7.0,7.0,['Stephen Tobolowsky'],David Chen,50234.0,0.0,0.0
